3614,2,30,30
3614,3,45,45
3616,0,47,47
3616,1,39,39
3616,2,34,34
3616,3,34,34
3620,0,117,117
3620,1,114,114
3620,2,181,181
3620,3,234,234
3621,0,319,319
3621,1,29,29
3621,2,25,25
3621,3,25,25
3622,0,0,0
3622,1,30,30
3622,2,30,30
3622,3,30,30
3624,0,0,0
3624,1,20,20
3624,2,40,40
3624,3,60,60
3626,0,46,46
3626,1,21,21
3626,2,16,16
3626,3,16,16
3630,0,0,0
3630,1,23,23
3630,2,23,23
3630,3,23,23
3632,0,300,300
3632,1,200,200
3632,2,100,100
3632,3,0,0
3633,0,74,74
3633,1,37,37
3633,2,0,0
3633,3,0,0
3634,0,0,0
3634,1,28,28
3634,2,56,56
3634,3,56,56
3637,0,0,0
3637,1,24,24
3637,2,48,48
3637,3,48,48
3648,0,0,0
3648,1,23,23
3648,2,23,23
3648,3,46,46
3649,0,0,0
3649,1,28,28
3649,2,28,28
3649,3,51,51
3668,0,86,86
3668,1,43,43
3668,2,0,0
3668,3,0,0
3669,0,0,0
3669,1,58,58
3669,2,58,58
3669,3,102,102
3679,0,0,0
3679,1,28,28
3679,2,56,56
3679,3,56,56
3683,0,50,50
3683,1,50,50
3683,2,50,50
3683,3,50,50
3722,0,20,20
3722,1,35,35
3722,2,50,50
3722,3,69,69
3723,0,10,10
3723,1,35,35
3723,2,60,60
3723,3,91,91
3724,0,0,0
3724,1,8,8
3724,2,16,16
3724,3,26,26
3725,0,0,0
3725,1,45,45
3725,2,90,90
3725,3,145,145
3731,0,458,458
3731,1,500,500
3731,2,542,542
3731,3,596,596
3732,0,764,764
3732,1,606,606
3732,2,448,448
3732,3,250,250
3735,0,11,11
3735,1,34,34
3735,2,57,57
3735,3,86,86
3738,0,0,0
3738,1,140,140
3738,2,280,280
3738,3,490,490
3746,0,0,0
3746,1,94,94
3746,2,188,188
3746,3,329,329
3750,0,225,225
3750,1,192,192
3750,2,129,129
3750,3,62,62
3751,0,271,271
3751,1,219,219
3751,2,134,134
3751,3,36,36
3752,0,0,0
3752,1,2,2
3752,2,2,2
3752,3,53,53
3754,0,91,91
3754,1,66,66
3754,2,13,13
3754,3,0,0
3755,0,30,30
3755,1,30,30
3755,2,30,30
3755,3,0,0
3757,0,0,0
3757,1,8,8
3757,2,16,16
3757,3,28,28
3758,0,94,94
3758,1,77,77
3758,2,60,60
3758,3,36,36
3759,0,293,293
3759,1,236,236
3759,2,179,179
3759,3,93,93
3771,0,0,0
3771,1,8,8
3771,2,16,16
3771,3,28,28
3773,0,499,499
3773,1,360,360
3773,2,221,221
3773,3,12,12
3788,0,0,0
3788,1,8,8
3788,2,16,16
3788,3,28,28
3801,0,0,0
3801,1,91,91
3801,2,181,181
3801,3,271,271
3802,0,0,0
3802,1,41,41
3802,2,74,74
3802,3,133,133
3804,0,50,50
3804,1,49,49
3804,2,26,26
3804,3,32,32
3805,0,20,20
3805,1,23,23
3805,2,23,23
3805,3,68,68
3806,0,30,30
3806,1,30,30
3806,2,30,30
3806,3,0,0
3818,0,16,16
3818,1,90,90
3818,2,146,146
3818,3,228,228
3830,0,0,0
3830,1,0,0
3830,2,0,0
3830,3,46,46
3832,0,28,28
3832,1,19,19
3832,2,10,10
3832,3,12,12
3834,0,0,0
3834,1,0,0
3834,2,0,0
3834,3,11,11
3855,0,200,200
3855,1,239,239
3855,2,239,239
3855,3,282,282
3860,0,11,11
3860,1,40,40
3860,2,49,49
3860,3,76,76
3867,0,0,0
3867,1,108,108
3867,2,108,108
3867,3,73,73
4242,0,0,0
4242,1,20,20
4242,2,20,20
4242,3,20,20
4383,0,862,862
4383,1,644,644
4383,2,608,608
4383,3,133,133
4384,0,1604,1604
4384,1,1189,1189
4384,2,1107,1107
4384,3,0,0
4385,0,0,0
4385,1,14,14
4385,2,20,20
4385,3,39,39
4402,0,29,29
4402,1,20,20
4402,2,16,16
4402,3,8,8
4403,0,0,0
4403,1,0,0
4403,2,6,6
4403,3,24,24
4404,0,0,0
4404,1,28,28
4404,2,36,36
4404,3,143,143
4405,0,331,331
4405,1,111,111
4405,2,126,126
4405,3,317,317
4407,0,105,105
4407,1,43,43
4407,2,61,61
4407,3,218,218
4408,0,41,41
4408,1,8,8
4408,2,42,42
4408,3,156,156
4410,0,326,326
4410,1,289,289
4410,2,74,74
4410,3,194,194
4411,0,833,833
4411,1,383,383
4411,2,349,349
4411,3,365,365
4413,0,63,63
4413,1,39,39
4413,2,32,32
4413,3,11,11
4414,0,84,84
4414,1,77,77
4414,2,15,15
4414,3,39,39
4415,0,0,0
4415,1,134,134
4415,2,180,180
4415,3,253,253
4416,0,0,0
4416,1,20,20
4416,2,20,20
4416,3,20,20
4417,0,0,0
4417,1,119,119
4417,2,282,282
4417,3,349,349
4418,0,0,0
4418,1,20,20
4418,2,20,20
4418,3,20,20
4419,0,76,76
4419,1,138,138
4419,2,245,245
4419,3,624,624
4420,0,0,0
4420,1,10,10
4420,2,25,25
4420,3,174,174
4422,0,0,0
4422,1,8,8
4422,2,39,39
4422,3,217,217
4424,0,0,0
4424,1,60,60
4424,2,95,95
4424,3,273,273
4425,0,0,0
4425,1,10,10
4425,2,17,17
4425,3,28,28
4428,0,0,0
4428,1,8,8
4428,2,16,16
4428,3,123,123
4486,0,23,23
4486,1,13,13
4486,2,10,10
4486,3,23,23
4494,0,0,0
4494,1,3,3
4494,2,14,14
4494,3,27,27
4529,0,0,0
4529,1,10,10
4529,2,20,20
4529,3,153,153
4544,0,0,0
4544,1,8,8
4544,2,16,16
4544,3,123,123
4545,0,0,0
4545,1,10,10
4545,2,20,20
4545,3,150,150
4547,0,48,48
4547,1,55,55
4547,2,41,41
4547,3,54,54
4550,0,19,19
4550,1,42,42
4550,2,48,48
4550,3,79,79
4566,0,0,0
4566,1,15,15
4566,2,15,15
4566,3,15,15
4567,0,107,107
4567,1,42,42
4567,2,36,36
4567,3,0,0
4569,0,370,370
4569,1,147,147
4569,2,122,122
4569,3,72,72
4573,0,1220,1220
4573,1,908,908
4573,2,859,859
4573,3,145,145
4574,0,0,0
4574,1,10,10
4574,2,20,20
4574,3,150,150
4575,0,0,0
4575,1,15,15
4575,2,15,15
4575,3,15,15
4576,0,0,0
4576,1,10,10
4576,2,10,10
4576,3,10,10
4582,0,0,0
4582,1,0,0
4582,2,5,5
4582,3,5,5
4583,0,0,0
4583,1,12,12
4583,2,12,12
4583,3,22,22
4584,0,0,0
4584,1,36,36
4584,2,41,41
4584,3,41,41
4585,0,73,73
4585,1,32,32
4585,2,22,22
4585,3,0,0
4586,0,49,49
4586,1,22,22
4586,2,15,15
4586,3,0,0
4587,0,87,87
4587,1,45,45
4587,2,31,31
4587,3,0,0
4589,0,69,69
4589,1,55,55
4589,2,30,30
4589,3,14,14
4590,0,75,75
4590,1,55,55
4590,2,30,30
4590,3,0,0
4601,0,0,0
4601,1,20,20
4601,2,20,20
4601,3,20,20
4602,0,0,0
4602,1,4,4
4602,2,4,4
4602,3,4,4
4638,0,0,0
4638,1,10,10
4638,2,20,20
4638,3,155,155
4639,0,0,0
4639,1,0,0
4639,2,19,19
4639,3,19,19
4641,0,0,0
4641,1,10,10
4641,2,27,27
4641,3,178,178
4642,0,405,405
4642,1,133,133
4642,2,159,159
4642,3,249,249
4644,0,0,0
4644,1,10,10
4644,2,20,20
4644,3,154,154
4645,0,34,34
4645,1,26,26
4645,2,37,37
4645,3,179,179
4648,0,257,257
4648,1,114,114
4648,2,87,87
4648,3,135,135
4649,0,38,38
4649,1,17,17
4649,2,20,20
4649,3,136,136
4650,0,0,0
4650,1,10,10
4650,2,20,20
4650,3,153,153
4651,0,28,28
4651,1,45,45
4651,2,38,38
4651,3,23,23
4652,0,0,0
4652,1,15,15
4652,2,15,15
4652,3,15,15
4653,0,202,202
4653,1,142,142
4653,2,99,99
4653,3,0,0
4655,0,31,31
4655,1,20,20
4655,2,30,30
4655,3,165,165
4656,0,161,161
4656,1,120,120
4656,2,95,95
4656,3,156,156
4657,0,631,631
4657,1,468,468
4657,2,435,435
4657,3,0,0
4658,0,37,37
4658,1,27,27
4658,2,19,19
4658,3,0,0
4661,0,359,359
4661,1,271,271
4661,2,261,261
4661,3,133,133
4662,0,0,0
4662,1,10,10
4662,2,31,31
4662,3,197,197
4663,0,0,0
4663,1,10,10
4663,2,20,20
4663,3,160,160
4664,0,0,0
4664,1,10,10
4664,2,15,15
4664,3,15,15
4666,0,0,0
4666,1,0,0
4666,2,0,0
4666,3,14,14
4667,0,0,0
4667,1,0,0
4667,2,5,5
4667,3,5,5
4670,0,27,27
4670,1,22,22
4670,2,36,36
4670,3,85,85
4671,0,0,0
4671,1,0,0
4671,2,5,5
4671,3,5,5
4673,0,0,0
4673,1,0,0
4673,2,21,21
4673,3,86,86
4676,0,47,47
4676,1,16,16
4676,2,17,17
4676,3,24,24
4680,0,0,0
4680,1,10,10
4680,2,20,20
4680,3,153,153
4683,0,502,502
4683,1,377,377
4683,2,360,360
4683,3,133,133
4685,0,0,0
4685,1,10,10
4685,2,20,20
4685,3,153,153
4687,0,0,0
4687,1,10,10
4687,2,20,20
4687,3,153,153
4692,0,517,517
4692,1,388,388
4692,2,370,370
4692,3,133,133
4694,0,0,0
4694,1,0,0
4694,2,14,14
4694,3,56,56
4700,0,0,0
4700,1,55,55
4700,2,95,95
4700,3,131,131
4702,0,24,24
4702,1,69,69
4702,2,107,107
4702,3,222,222
4704,0,0,0
4704,1,12,12
4704,2,24,24
4704,3,64,64
4705,0,0,0
4705,1,11,11
4705,2,22,22
4705,3,60,60
4706,0,69,69
4706,1,56,56
4706,2,43,43
4706,3,0,0
4709,0,0,0
4709,1,3,3
4709,2,7,7
4709,3,18,18
4710,0,0,0
4710,1,10,10
4710,2,19,19
4710,3,49,49
4711,0,0,0
4711,1,25,25
4711,2,50,50
4711,3,132,132
4713,0,74,74
4713,1,60,60
4713,2,46,46
4713,3,0,0
4714,0,0,0
4714,1,12,12
4714,2,24,24
4714,3,66,66
4717,0,0,0
4717,1,12,12
4717,2,24,24
4717,3,65,65
4742,0,0,0
4742,1,34,34
4742,2,34,34
4742,3,34,34
4745,0,210,210
4745,1,140,140
4745,2,70,70
4745,3,0,0
4746,0,138,138
4746,1,285,285
4746,2,339,339
4746,3,431,431
4754,0,169,169
4754,1,126,126
4754,2,87,87
4754,3,74,74
4755,0,561,561
4755,1,418,418
4755,2,300,300
4755,3,84,84
4782,0,0,0
4782,1,22,22
4782,2,44,44
4782,3,88,88
4787,0,48,48
4787,1,39,39
4787,2,30,30
4787,3,0,0
4788,0,0,0
4788,1,30,30
4788,2,30,30
4788,3,30,30
4795,0,203,203
4795,1,165,165
4795,2,127,127
4795,3,0,0
4808,0,0,0
4808,1,11,11
4808,2,58,58
4808,3,76,76
4817,0,19,19
4817,1,40,40
4817,2,61,61
4817,3,42,42
4858,0,123,123
4858,1,100,100
4858,2,77,77
4858,3,0,0
4863,0,155,155
4863,1,126,126
4863,2,97,97
4863,3,0,0
4882,0,0,0
4882,1,56,56
4882,2,112,112
4882,3,224,224
4893,0,113,113
4893,1,43,43
4893,2,23,23
4893,3,0,0
4896,0,52,52
4896,1,12,12
4896,2,16,16
4896,3,17,17
4899,0,45,45
4899,1,10,10
4899,2,0,0
4899,3,0,0
4901,0,0,0
4901,1,27,27
4901,2,35,35
4901,3,61,61
4902,0,84,84
4902,1,23,23
4902,2,20,20
4902,3,13,13
4907,0,0,0
4907,1,30,30
4907,2,60,60
4907,3,120,120
4930,0,87,87
