1,1,3378.08
2,1,3543.06
3,1,3511.63
1,2,2348.94
2,2,2089.7
3,2,2113.26
1,3,0
2,3,0
3,3,0
1,4,1065.24
2,4,1374.01
3,4,1350.86
1,5,1440.058858
2,5,1487.997983
3,5,1488.051948
1,6,1440
2,6,1488
3,6,1488
1,7,2880.038129
2,7,2976.022023
3,7,2975.788835
1,8,1440
2,8,1488
3,8,1488
1,9,720
2,9,744
3,9,744
1,10,2791.8
2,10,2832.39
3,10,2889.81
1,11,1425.6
2,11,1290.96
3,11,1473.12
1,12,1405.8
2,12,1095.93
3,12,736.54
1,13,719.8915009
2,13,743.9323221
3,13,743.9790576
1,14,719.4285714
2,14,743.3962264
3,14,744.9704142
1,15,549.29
2,15,557.7
3,15,546
1,16,718.27
2,16,972.95
3,16,1367.969944
1,17,1177.213558
2,17,1330.591203
3,17,1330.576737
1,18,582.6911189
2,18,641.699937
3,18,671.22
1,19,2808.41195
2,19,2871.62342
3,19,2976.230844
1,20,1248
2,20,1272
3,20,1488
1,21,1858.32165
2,21,1650.030506
3,21,1599.95892
1,22,1160.560182
2,22,1224.620413
3,22,1174.677259
1,23,1235.8
2,23,880.6
3,23,1280.2
1,24,569.7583429
2,24,589.76082
3,24,589.7405276
1,25,4320.415134
2,25,4463.927227
3,25,4199.628368
1,26,582.0500928
2,26,602.4954792
3,26,602.5245098
1,27,587.7016129
2,27,607.4478649
3,27,607.6262084
1,28,1367.964946
2,28,1391.996362
3,28,1487.958291
1,29,562.32
2,29,581.0321865
3,29,393.62
1,30,562.32
2,30,581.0311751
3,30,581.0479526
1,31,720.0226886
2,31,743.905235
3,31,744.0039643
1,32,437.4197609
2,32,453.570964
3,32,453.6132051
1,33,334.8862074
2,33,494.0583441
3,33,494.0244164
1,34,604.8247894
2,34,626.3986908
3,34,626.4152959
1,35,6504.042199
2,35,7440
3,35,7440
1,36,527.9
2,36,615.89
3,36,615.89
1,37,616
2,37,637
3,37,637
1,38,563.2
2,38,582.4
3,38,582.4
1,39,719.800995
2,39,743.5960591
3,39,743.7728938
1,40,544.5
2,40,337.3
3,40,577.9422212
1,41,1927.936039
2,41,1008.031585
3,41,1879.950341
1,42,626.4
2,42,647.9797288
3,42,648
1,43,626.4033264
2,43,647.968792
3,43,648.0525803
1,44,1267.114738
2,44,1310.457886
3,44,1310.396335
1,45,598.4
2,45,618.8201952
3,45,618.8
1,46,598.4
2,46,618.8
3,46,618.8
1,47,1166.349697
2,47,1296.027778
3,47,1295.994031
1,48,720.0240288
2,48,743.982519
3,48,744
1,49,720
2,49,744
3,49,744
1,50,587.4438072
2,50,607.7150936
3,50,607.68
1,51,571.4670659
2,51,591.1583803
3,51,591.0778986
1,52,518.33191
2,52,556.8080619
3,52,556.7795211
1,53,591.6284573
2,53,611.995104
3,53,611.9770042
1,54,39
2,54,284.057971
3,54,338.645331
1,55,0
2,55,0
3,55,0
1,56,466.204679
2,56,482.3263365
3,56,482.2737069
1,57,1154.468665
2,57,1193.971086
3,57,1193.736633
1,58,1520.572862
2,58,1572.567783
3,58,1572.40465
1,59,434.6708537
2,59,451.5
3,59,451.5
1,60,549.1860977
2,60,567.8848561
3,60,567.8410972
1,61,584.2630652
2,61,604.1864891
3,61,604.1715286
1,62,640.64
2,62,662.5024945
3,62,662.5047152
1,63,410
2,63,410
3,63,425.3968254
1,64,406.6521265
2,64,419.7080292
3,64,421.037464
1,65,407.0325901
2,65,420.7792208
3,65,420.683112
1,66,361.4262561
2,66,373.9035088
3,66,373.9520958
1,67,584.3635337
2,67,604.2231327
3,67,604.2105263
1,68,719.911922
2,68,744.0038071
3,68,743.9255099
1,69,518.3469573
2,69,535.8249524
3,69,535.7767127
1,70,312.4982525
2,70,323.0079681
3,70,323.008686
1,71,404.3708609
2,71,418.2149362
3,71,418.2076237
1,72,719.8478562
2,72,744.0578158
3,72,743.8916877
1,73,720.0181468
2,73,744.014431
3,73,743.9642325
1,74,560.9
2,74,641.1038564
3,74,608.8897132
1,75,2200.028043
2,75,2752.085106
3,75,2752.127211
1,76,659.0650336
2,76,681.8400964
3,76,681.8820654
1,77,674.7632771
2,77,698.0643925
3,77,698.052413
1,78,662.59
2,78,685.431131
3,78,685.44
1,79,591.3759128
2,79,612.48
3,79,612.48
1,80,660.4764483
2,80,683.5064142
3,80,683.4277086
1,81,683.8171505
2,81,707.41
3,81,710.37
1,82,606.6727941
2,82,712.35
3,82,712.35
1,83,682.8777778
2,83,721.68
3,83,706.16
1,84,626.0807685
2,84,647.9416576
3,84,647.9481936
1,85,1118.690176
2,85,1086.213048
3,85,1158.450873
1,86,1370.186335
2,86,1411.320755
3,86,1377.777778
1,87,1373.473576
2,87,1420.02851
3,87,1420.045215
1,88,693.9126394
2,88,717.3899848
3,88,717.5931582
1,89,639.8867314
2,89,662.16
3,89,662.16
1,90,1893.898407
2,90,1943.91924
3,90,1958.172429
1,91,1253.066938
2,91,1295.726677
3,91,1295.739501
1,92,478.689384
2,92,495.0646552
3,92,495.0693703
1,93,577.6279707
2,93,617.4792139
3,93,597.6352562
1,94,327.8650442
2,94,549.8301742
3,94,549.845569
1,95,504
2,95,522
3,95,522
1,96,524.1200231
2,96,542.88
3,96,542.8473256
1,97,720.0259025
2,97,743.9646465
3,97,743.9693524
1,98,719.9421965
2,98,744.0542833
3,98,744.0544788
1,99,9999.768519
2,99,10002.26378
3,99,10002.29095
1,100,10020.12579
2,100,10017.85714
3,100,9995.857988
1,101,0
2,101,0
3,101,0
1,102,722.2222222
2,102,735.2941176
3,102,735.2941176
1,103,0
2,103,0
3,103,0
1,104,719.3675889
2,104,744.6043165
3,104,744.6043165
1,105,718.0851064
2,105,743
3,105,744.6808511
1,106,0
2,106,0
3,106,0
1,107,0
2,107,0
3,107,0
1,108,720.7207207
2,108,740.7407407
3,108,740.7407407
1,109,456.1035422
2,109,473.6577453
3,109,473.6683921
1,110,720.0414651
2,110,744.080417
3,110,744.047619
1,111,1235.407844
2,111,638.35
3,111,1194.369209
1,112,718.75
2,112,742.4242424
3,112,747.826087
1,113,562.2175981
2,113,670.3652335
3,113,670.3037975
1,114,572.032417
2,114,593.9917812
3,114,594.019975
1,115,638.0066007
2,115,660.02331
3,115,660.0556931
1,116,1231.863727
2,116,1276
3,116,1276
1,117,626.937046
2,117,649.0218978
3,117,649.0461325
1,118,0
2,118,0
3,118,1320.037106
1,119,615.9415121
2,119,638.0337148
3,119,638.0660955
1,120,594
2,120,615.8883521
3,120,616.0116064
1,121,1187.5
2,121,1231.937862
3,121,1232.024353
1,122,594
2,122,617.2839506
3,122,616.0162878
1,123,1188.012984
2,123,1232.157676
3,123,1232.115677
1,124,2969.908284
2,124,3079.177837
3,124,3086.440678
1,125,696
2,125,719.9835864
3,125,720.0118883
1,126,672
2,126,616
3,126,616
1,127,719.9238579
2,127,743.9702554
3,127,744.1860465
1,128,593.9750184
2,128,616
3,128,616
1,129,594
2,129,616.0201753
3,129,616
