1,3247,1,1,50,67760
2,3247,1,2,25,67760
3,3248,1,1,70,67640
4,3248,1,2,35,67640
5,3419,1,1,321,95360
6,3419,1,2,82,95360
7,3428,1,1,129,94360
8,3428,1,2,33,94360
9,3494,1,1,320,81170
10,3494,1,2,50,81170
11,3531,1,1,110,67430
12,3531,1,2,50,67430
13,3616,1,1,47,96750
14,3616,1,2,5,96750
15,3620,1,1,117,95950
16,3620,1,2,11,95950
17,3621,1,1,290,100450
18,3621,1,2,29,100450
19,3626,1,1,46,101880
20,3626,1,2,5,101880
21,3633,1,1,37,80780
22,3633,1,2,37,80780
23,3668,1,1,43,81640
24,3668,1,2,43,81640
25,4402,1,1,29,97620
26,4402,1,2,7,97620
27,4402,1,3,16,97620
28,4405,1,1,230,99810
29,4405,1,2,55,99810
30,4405,1,3,126,99810
31,4407,1,1,94,96307.01
32,4407,1,2,23,96307.01
33,4407,1,3,52,96307.01
34,4408,1,1,33,95810
35,4408,1,2,8,95810
36,4408,1,3,17,95810
37,4411,1,1,637,101305.9
38,4411,1,2,153,101305.9
39,4411,1,3,349,101305.9
40,4413,1,1,58,98710
41,4413,1,2,14,98710
42,4413,1,3,32,98710
43,4567,1,1,65,96020
44,4567,1,2,16,96020
45,4567,1,3,36,96020
46,4569,1,1,223,106726.22
47,4569,1,2,53,106726.22
48,4569,1,3,122,106726.22
49,4585,1,1,41,90290
50,4585,1,2,10,90290
51,4585,1,3,22,90290
52,4586,1,1,27,107080
53,4586,1,2,7,107080
54,4586,1,3,15,107080
55,4587,1,1,57,96820
56,4587,1,2,14,96820
57,4587,1,3,31,96820
58,4642,1,1,290,106790
59,4642,1,2,70,106790
60,4642,1,3,159,106790
61,4645,1,1,34,111110
62,4645,1,2,8,111110
63,4645,1,3,19,111110
64,4648,1,1,158,106610
65,4648,1,2,37,106610
66,4648,1,3,87,106610
67,4649,1,1,31,106610
68,4649,1,2,7,106610
69,4649,1,3,17,106610
70,4651,1,1,28,109680
71,4651,1,2,7,109680
72,4651,1,3,15,109680
73,4653,1,1,180,109680
74,4653,1,2,43,109680
75,4653,1,3,99,109680
76,4655,1,1,31,105180
77,4655,1,2,7,105180
78,4655,1,3,17,105180
79,4656,1,1,161,105180
80,4656,1,2,39,105180
81,4656,1,3,88,105180
82,4658,1,1,35,106180
83,4658,1,2,8,106180
84,4658,1,3,19,106180
85,4670,1,1,27,93460
86,4670,1,2,7,93460
87,4670,1,3,15,93460
88,4676,1,1,31,99440
89,4676,1,2,7,99440
90,4676,1,3,17,99440
91,4754,1,1,41,80640
92,4754,1,2,12,80640
93,4754,1,3,14,80640
94,4755,1,1,35,80640
95,4755,1,2,10,80640
96,4893,1,1,70,81440
97,4893,1,2,20,81440
98,4893,1,3,23,81440
99,4896,1,1,40,81440
100,4896,1,2,12,81440
101,4896,1,3,13,81440
102,4899,1,1,35,81290
103,4899,1,2,10,81290
104,4902,1,1,61,80960
105,4902,1,2,17,80960
106,4902,1,3,20,80960
107,4930,1,1,68,81500
108,4930,1,2,19,81500
109,4930,1,3,20,81500
110,2815,1,1,120,65220
111,2815,1,2,120,65220
112,2815,1,3,100,65220
113,2952,1,1,790,65650
114,2952,1,2,564,65650
115,2952,1,3,1241,65650
116,2955,1,1,579,66010
117,2955,1,2,414,66010
118,2955,1,3,910,66010
119,2959,1,1,159,65650
120,2959,1,2,114,65650
121,2959,1,3,250,65650
122,2962,1,1,349,65650
123,2962,1,2,249,65650
124,2962,1,3,548,65650
125,2963,1,1,387,65650
126,2963,1,2,276,65650
127,2963,1,3,608,65650
128,2969,1,1,536,65380
129,2969,1,2,383,65380
130,2969,1,3,842,65380
131,3026,1,1,206,65220
132,3026,1,2,147,65220
133,3026,1,3,324,65220
134,3127,1,1,205,66970
135,3127,1,2,146,66970
136,3127,1,3,322,66970
137,3129,1,1,176,66970
138,3129,1,2,126,66970
139,3129,1,3,277,66970
140,3131,1,1,113,66970
141,3131,1,2,81,66970
142,3131,1,3,178,66970
143,3233,1,1,50,57880
144,3233,1,2,50,57880
145,3432,1,1,100,97500
146,3432,1,2,100,97500
147,3432,1,3,100,97500
148,3472,1,1,50,68310
149,3472,1,2,50,68310
150,3472,1,3,50,68310
151,3531,1,1,150,58706.25
152,3531,1,2,150,58706.25
153,3531,1,3,200,58706.25
154,3632,1,1,100,94800
155,3632,1,2,100,94800
156,3632,1,3,100,94800
157,3683,1,1,50,70020
158,3683,1,2,50,70020
159,3683,1,3,50,70020
160,3722,1,1,20,56530
161,3722,1,2,20,56530
162,3722,1,3,25,56530
163,3723,1,1,10,57430
164,3723,1,2,10,57430
165,3723,1,3,13,57430
166,3731,1,1,401,57880
167,3731,1,2,401,57880
168,3731,1,3,500,57880
169,3732,1,1,358,57880
170,3732,1,2,358,57880
171,3732,1,3,448,57880
172,3735,1,1,11,59170
173,3735,1,2,11,59170
174,3735,1,3,14,59170
175,3750,1,1,46,68310
176,3750,1,2,46,68310
177,3750,1,3,69,68310
178,3751,1,1,47,68310
179,3751,1,2,47,68310
180,3751,1,3,71,68310
181,3758,1,1,41,68310
182,3758,1,2,41,68310
183,3758,1,3,60,68310
184,3759,1,1,119,68310
185,3759,1,2,119,68310
186,3759,1,3,179,68310
187,3773,1,1,147,71180
188,3773,1,2,147,71180
189,3773,1,3,221,71180
190,4383,1,1,228,91430
191,4383,1,2,46,91430
192,4383,1,3,608,91430
193,4384,1,1,415,91590
194,4384,1,2,82,91590
195,4384,1,3,1107,91590
196,4573,1,1,322,90780
197,4573,1,2,64,90780
198,4573,1,3,859,90780
199,4657,1,1,163,91020
200,4657,1,2,33,91020
201,4657,1,3,435,91020
202,4661,1,1,98,89520
203,4661,1,2,20,89520
204,4661,1,3,261,89520
205,4683,1,1,135,93000
206,4683,1,2,27,93000
207,4683,1,3,360,93000
208,4692,1,1,139,93550
209,4692,1,2,28,93550
210,4692,1,3,370,93550
211,4755,1,1,150,65380
212,4755,1,2,150,65380
213,4755,1,3,300,65380
214,1838,1,1,25,54030
215,1838,1,2,60,54030
216,1841,1,1,25,58810
217,1841,1,2,60,58810
218,1877,1,2,35,63520
219,1878,1,2,15,66200
220,1879,1,2,15,66200
221,2367,1,1,600,58900
222,2367,1,2,1200,58900
223,2367,1,3,400,58900
224,2425,1,1,50,52290
225,2425,1,2,100,52290
226,2780,1,1,110,60710
227,2780,1,2,190,60710
228,2780,1,3,110,60710
229,2795,1,1,139,59180
230,2795,1,2,241,59180
231,2795,1,3,139,59180
232,2801,1,1,95,59180
233,2801,1,2,164,59180
234,2801,1,3,95,59180
235,2821,1,1,304,59180
236,2821,1,2,525,59180
237,2821,1,3,304,59180
238,2846,1,1,162,67280
239,2846,1,2,280,67280
240,2846,1,3,162,67280
241,3036,1,1,500,59180
242,3036,1,2,500,59180
243,3036,1,3,500,59180
244,3235,1,1,50,63010
245,3235,1,2,120,63010
246,3439,1,1,57,59850
247,3439,1,2,57,59850
248,3439,1,3,57,59850
249,3450,1,1,143,63010
250,3450,1,2,143,63010
251,3450,1,3,143,63010
252,3474,1,2,50,61440
253,3509,1,1,20,52600
254,3509,1,2,40,52600
255,3524,1,1,30,61140
256,3524,1,2,60,61140
257,3648,1,2,23,59180
258,3649,1,2,23,59180
259,3669,1,2,44,67280
260,3750,1,1,19,61720
261,3750,1,2,41,61720
262,3750,1,3,10,61720
263,3751,1,1,29,61720
264,3751,1,2,62,61720
265,3751,1,3,13,61720
266,3754,1,1,25,61720
267,3754,1,2,53,61720
268,3754,1,3,13,61720
269,3804,1,1,11,78120
270,3804,1,2,23,78120
271,3804,1,3,6,78120
272,3818,1,1,16,65720
273,3818,1,2,34,65720
274,3818,1,3,8,65720
275,3867,1,2,65,81510
276,4410,1,1,177,102920
277,4410,1,2,289,102920
278,4414,1,1,47,93970
279,4414,1,2,77,93970
280,4419,1,1,76,93970
281,4419,1,2,124,93970
282,4745,1,1,70,60710
283,4745,1,2,70,60710
284,4745,1,3,70,60710
285,4746,1,1,138,60710
286,4746,1,2,138,60710
287,4746,1,3,138,60710
288,4754,1,1,73,60710
289,4754,1,2,73,60710
290,4754,1,3,73,60710
291,4817,1,1,19,67280
292,4817,1,2,19,67280
293,4817,1,3,19,67280
294,5921,1,2,65,55316.67
295,1841,1,3,60,58770
296,1842,1,3,60,62920
297,1868,1,3,120,62870
298,1929,1,3,400,62030
299,2346,1,1,74,60140
300,2346,1,2,74,60140
301,2346,1,3,51,60140
302,2347,1,1,132,60140
303,2347,1,2,132,60140
304,2347,1,3,90,60140
305,2425,1,1,20,53260
306,2425,1,2,20,53260
307,2425,1,3,128,53260
308,2438,1,1,34,53260
309,2438,1,2,34,53260
310,2438,1,3,218,53260
311,2451,1,1,26,58770
312,2451,1,2,26,58770
313,2451,1,3,167,58770
314,2457,1,1,74,58770
315,2457,1,2,74,58770
316,2457,1,3,475,58770
317,2460,1,1,14,58970
318,2460,1,2,14,58970
319,2460,1,3,90,58970
320,2462,1,1,32,58770
321,2462,1,2,32,58770
322,2462,1,3,205,58770
323,2805,1,1,20,63820
324,2805,1,2,20,63820
325,2805,1,3,148,63820
326,2807,1,1,40,63820
327,2807,1,2,40,63820
328,2807,1,3,297,63820
329,2894,1,1,50,68680
330,2894,1,2,50,68680
331,2894,1,3,465,68680
332,3541,1,3,30,83010
333,3750,1,3,50,67510
334,3751,1,3,50,67510
335,3755,1,3,30,67510
336,3804,1,3,20,86570
337,3805,1,3,20,78410
338,3806,1,3,30,78410
339,3855,1,3,200,71750
340,3867,1,3,100,84010
341,4589,1,1,30,90360
342,4589,1,2,30,90360
343,4589,1,3,30,90360
344,4590,1,1,30,90360
345,4590,1,2,30,90360
346,4590,1,3,30,90360
347,4702,1,1,24,68680
348,4702,1,2,24,68680
349,4702,1,3,80,68680
350,4706,1,1,13,68680
351,4706,1,2,13,68680
352,4706,1,3,43,68680
353,4713,1,1,14,68680
354,4713,1,2,14,68680
355,4713,1,3,46,68680
356,4787,1,1,9,63820
357,4787,1,2,9,63820
358,4787,1,3,30,63820
359,4795,1,1,38,63820
360,4795,1,2,38,63820
361,4795,1,3,127,63820
362,4858,1,1,23,63820
363,4858,1,2,23,63820
364,4858,1,3,77,63820
365,4863,1,1,29,63820
366,4863,1,2,29,63820
367,4863,1,3,97,63820
368,5847,1,1,96,38470
369,5847,1,2,102,40620
370,5847,1,3,102,40620
371,5850,1,1,528,43460
372,5850,1,2,561,45610
373,5850,1,3,561,45610
374,5863,1,1,16,42480
375,5863,1,2,17,44630
376,5863,1,3,17,44630
377,5870,1,1,138,40470
378,5870,1,2,146,42620
379,5870,1,3,146,42620
380,5885,1,1,76,44520
381,5885,1,2,80,46670
382,5885,1,3,80,46670
383,5886,1,1,13,44520
384,5886,1,2,14,46670
385,5886,1,3,14,46670
386,5888,1,1,1,50790
387,5888,1,2,1,52940
388,5888,1,3,1,52940
389,5890,1,1,603,46730
390,5890,1,2,641,48880
391,5890,1,3,641,48880
392,5891,1,1,16,46730
393,5891,1,2,17,48880
394,5891,1,3,17,48880
395,5892,1,1,32,43580
396,5892,1,2,34,45730
397,5892,1,3,34,45730
398,5896,1,1,68,44520
399,5896,1,2,73,46670
400,5896,1,3,73,46670
401,5897,1,1,13,44520
402,5897,1,2,14,46670
403,5897,1,3,14,46670
404,2319,1,1,40,77450
405,2319,1,2,40,79950
406,2319,1,3,40,79950
407,2320,1,1,40,77450
408,2320,1,2,40,79950
409,2320,1,3,40,79950
410,2321,1,1,40,77450
411,2321,1,2,40,79950
412,2321,1,3,40,79950
413,2322,1,1,40,77450
414,2322,1,2,40,79950
415,2322,1,3,40,79950
416,2324,1,1,80,87480
417,2324,1,2,80,89980
418,2324,1,3,80,89980
419,2325,1,1,80,87480
420,2325,1,2,80,89980
421,2325,1,3,80,89980
422,2326,1,1,110,87480
423,2326,1,2,110,89980
424,2326,1,3,110,89980
425,2327,1,1,120,87480
426,2327,1,2,120,89980
427,2327,1,3,120,89980
428,2332,1,1,40,100700
429,2332,1,2,40,103200
430,2332,1,3,40,103200
431,2334,1,1,20,100700
432,2334,1,2,20,103200
433,2334,1,3,20,103200
434,2335,1,1,40,100700
435,2335,1,2,40,103200
436,2335,1,3,40,103200
437,2493,1,1,357,57120
438,2493,1,2,552,59620
439,2493,1,3,780,59620
440,2499,1,1,70,57120
441,2499,1,2,130,59620
442,2499,1,3,130,59620
443,2502,1,1,65,57120
444,2502,1,2,65,59620
445,2502,1,3,65,59620
446,2575,1,1,33,58120
447,2575,1,2,33,60620
448,2575,1,3,65,60620
449,2616,1,1,190,100750
450,2616,1,2,190,103250
451,2616,1,3,190,103250
452,2617,1,1,190,96380
453,2617,1,2,190,98880
454,2617,1,3,190,98880
455,2618,1,1,230,100750
456,2618,1,2,230,103250
457,2618,1,3,230,103250
458,2621,1,1,90,100750
459,2621,1,2,90,103250
460,2621,1,3,90,103250
461,2626,1,1,40,82520
462,2626,1,2,40,85020
463,2626,1,3,40,85020
464,2344,1,1,13,75990
465,2344,1,2,13,75990
466,2344,1,3,10,75990
