1838,35,36037.88695
1841,145,38120.44891
1842,60,39940.41559
1868,120,33751.96158
1929,400,42021.17673
2319,40,47592.98694
2320,40,46787.48315
2321,40,50109.82475
2322,40,46898.48333
2324,80,62344.06195
2325,80,59178.51853
2326,133,59128.13375
2327,120,58799.77929
2332,54,84065.99576
2334,20,79940.69122
2335,50,80616.75528
2344,13,35467.2502
2345,66,35723.59481
2346,238,34987.34404
2347,189,35043.39612
2367,2200,36252.93336
2425,318,34633.80274
2438,276,34415.02252
2451,145,37714.52714
2457,556,37724.2125
2460,84,37268.57966
2462,247,37671.4254
2493,516,38357.19937
2499,70,38108.0986
2502,117,38128.88291
2575,33,42463.66069
2616,190,44741.89024
2617,190,45351.81684
2618,369,44790.527
2621,90,44233.45819
2626,40,44698.90984
2769,72,37459.24966
2780,326,41091.72429
2784,24,38761.15827
2785,92,38600.18163
2795,453,37697.49737
2801,326,37063.30267
2805,134,36034.81357
2807,316,37777.61297
2814,17,39583.54646
2815,194,39308.29933
2821,554,40086.41304
2846,604,42674.10146
2894,565,37428.78171
2952,2180,37143.54446
2954,39,37096.0823
2955,1995,37181.5723
2957,37,37966.37178
2958,35,37143.12001
2959,1305,37013.21233
2960,35,36862.8339
2962,999,37367.10709
2963,1642,37065.55909
2964,209,36367.37652
2966,28,36524.69705
2969,1506,37501.59788
2973,30,37459.06356
3026,677,37101.25497
3036,1332,37397.69553
3063,45,37836.31161
3127,373,38201.96215
3129,375,38174.29429
3131,209,36022.69819
3233,50,37519.86085
3235,140,38824.667
3247,54,37279.9322
3248,70,37193.85869
3419,365,43747.20383
3428,136,43310.52461
3432,300,46827.02005
3439,165,37714.99291
3450,143,39485.55747
3472,150,37412.57701
3494,320,39565.905
3509,20,37839.56503
3524,40,39876.07268
3531,526,40518.20774
3541,30,43267.33318
3616,47,45067.07783
3620,117,44173.58379
3621,319,43148.67496
3626,46,46375.9777
3632,300,46181.66278
3633,74,35600.36003
3668,86,39738.95495
3683,50,38644.54597
3722,20,37039.4039
3723,10,36678.43397
3731,458,38885.03507
3732,764,39756.12538
3735,11,40829.27243
3750,225,39134.14641
3751,271,39393.9227
3754,91,39330.12553
3755,30,38308.14105
3758,94,40691.84339
3759,293,38496.37105
3773,499,42490.33369
3804,50,42535.04976
3805,20,43168.77602
3806,30,43829.64492
3818,16,43229.0191
3832,28,34662.78872
3855,200,38039.89504
3860,11,37143.85863
4383,862,41807.82681
4384,1604,43606.03875
4402,29,46859.80639
4405,331,46365.36797
4407,105,45420.27722
4408,41,45129.09251
4410,326,47114.40018
4411,833,44561.15829
4413,63,47579.73365
4414,84,48224.31072
4419,76,43725.17467
4486,23,40152.40022
4547,48,43414.39222
4550,19,44320.50341
4567,107,41867.07496
4569,370,41632.58239
4573,1220,41765.60383
4585,73,43111.21847
4586,49,43703.38934
4587,87,42653.65743
4589,69,45529.63006
4590,75,42991.3985
4642,405,44739.81122
4645,34,44203.95394
4648,257,44572.68608
4649,38,44433.09441
4651,28,42515.618
4653,202,43152.29954
4655,31,44099.32969
4656,161,42466.8422
4657,631,43853.49407
4658,37,43218.52414
4661,359,42722.69098
4670,27,39457.3255
4676,47,46493.2004
4683,502,46157.14025
4692,517,43423.48313
4702,24,36672.46856
4706,69,35196.0596
4713,74,35317.28076
4745,210,34858.18986
4746,138,37799.62177
4754,169,38253.13838
4755,561,37219.77628
4787,48,35034.24763
4795,203,36655.07573
4817,19,42304.23034
4858,123,34669.37256
4863,155,34861.91172
4893,113,38545.15461
4896,52,40096.88902
4899,45,38595.14432
4902,84,38674.18453
4930,87,35905.87968
5847,96,33671.55299
5850,528,34154.46191
5863,16,37977.3961
5870,138,33695.92836
5885,76,34036.21881
5886,13,33560.08699
5888,1,37500.76492
5890,603,37895.85951
5891,16,38045.83594
5892,32,34108.68439
5896,68,33808.4963
5897,13,33808.4963
145,45000,7329
146,13000,22344
1593,100,42968
1595,500,46703
1596,120,53115
8339,8-Aug,67253.63692
8340,302.59,62615.33217
8350,144.02,57631.91493
8351,160.1,56149.73691
8376,213.52,51427.49044
8377,838.98,47931.94847
8378,5333.31,47354.72588
8379,825.52,47247.7182
8382,211.73,46741.86079
8383,187.89,46741.86079
8397,91.11,39847.52566
8398,21,41549.12253
8405,128.96,40240.52498
8410,26.14,39865.28089
8434,14,76317.0805
8445,35,105728.3686
8461,10,69327.1801
8467,72,61792.1459
8483,80,61792.1459
8497,14,86356.1765
8549,19,76915.9553
8553,10,76915.9553
8576,8,89141.3666
8586,55,53231.262
8588,55,53231.262
8923,80,62903.461
8925,100,61551.8172
8932,85.08,43358.8307
8952,100,43002.1312
8958,522,42659.9186
8960,522,42659.9186
9040,385,44153.8088
9048,80,52070.6231
9059,40,63626.8603
9061,50,63626.8603
9073,25,50316.5221
9076,25,50316.5221
9254,5,140260.1745
9262,4,73128.5342
9269,4,69147.3154
9278,30,54906.7072
9279,96,54906.7072
9850,140,84989
9852,190,75289
14854,23.19,43634.40559
14855,1317.44,43634.40559
14856,588.7,42651.80089
14859,59.76,33681.53524
14860,242.42,33681.53524
14861,47.52,33956.86605
14862,257.2,33637.37938
14869,378.48,34079.64015
14870,942.23,33909.13449
14871,4434.1,33946.45512
14878,94.14,35088.27783
14880,6332.98,34948.93775
14881,2012.98,36526.94451
14882,1466.82,35088.27783
14884,769.11,35088.27783
14885,126.1,35088.27783
14886,136.25,34939.04803
14887,286.5,34939.04803
14938,204,33145.2977
14940,2910,33166.5519
14943,8070,33809.3882
14944,606,33782.1074
14945,220,38161.3417
14949,210,35673.1642
14950,900,33166.5519
14951,33,36684.8957
14952,976,33635.3669
14954,2100,32875.5923
14958,1350,33145.2977
14962,2612,32814.5795
14966,18,35229.0619
14971,137,35229.0619
14972,29,35707.4419
14974,113,34811.8674
14977,65,32816.3528
